Date Of Stop,Time Of Stop,SubAgency,Description,Location,Accident,Belts,Personal Injury,Property Damage,Commercial License,Commercial Vehicle,Alcohol,State,Year,Make,Model,Color,Violation Type,Charge,Contributed To Accident,Race,Gender,Driver State,DL State,Arrest Type
12/01/2016,22:05:00,"6th district, Gaithersburg / Montgomery Village",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,GOSHEN RD / CENTERWAY RD,No,No,No,No,No,No,No,PA,2000.0,FORD,CROWN VIC,BLUE,Citation,13-411(f),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,15:58:00,"3rd district, Silver Spring",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,NEW HAMPSHIRE AVE / BLICK DRIVE,No,No,No,No,No,No,No,MD,2003.0,SATURN,SDN,SILVER,Citation,13-703(g),No,ASIAN,M,MD,MD,A - Marked Patrol
12/01/2016,21:58:00,"1st district, Rockville",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,E.GUDE/ NORBECK RD,No,No,No,No,No,No,No,MD,2005.0,HOND,4S,BLACK,Citation,21-405(e1),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,22:05:00,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,GOSHEN RD / CENTERWAY RD,No,No,No,No,No,No,No,PA,2000.0,FORD,CROWN VIC,BLUE,Citation,13-411(d),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,15:58:00,"3rd district, Silver Spring",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,NEW HAMPSHIRE AVE / BLICK DRIVE,No,No,No,No,No,No,No,MD,2003.0,SATURN,SDN,SILVER,Citation,21-301(a),No,ASIAN,M,MD,MD,A - Marked Patrol
12/01/2016,22:05:00,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,GOSHEN RD / CENTERWAY RD,No,No,No,No,No,No,No,PA,2000.0,FORD,CROWN VIC,BLUE,Citation,16-112(c),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,15:58:00,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,NEW HAMPSHIRE AVE / BLICK DRIVE,No,No,No,No,No,No,No,MD,2003.0,SATURN,SDN,SILVER,Citation,21-309(d),No,ASIAN,M,MD,MD,A - Marked Patrol
12/01/2016,22:05:00,"6th district, Gaithersburg / Montgomery Village",DRIVING UNINSURED VEHICLE,GOSHEN RD / CENTERWAY RD,No,No,No,No,No,No,No,PA,2000.0,FORD,CROWN VIC,BLUE,Citation,17-107,No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,15:58:00,"3rd district, Silver Spring",DRIVING VEH. WHILE SO FAR IMPAIRED BY DRUGS CANNOT DRIVE SAFELY,NEW HAMPSHIRE AVE / BLICK DRIVE,No,No,No,No,No,No,No,MD,2003.0,SATURN,SDN,SILVER,Citation,21-902(c1),No,ASIAN,M,MD,MD,A - Marked Patrol
12/01/2016,15:58:00,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY A CONTROLLED DANGEROUS SUBSTANCE,NEW HAMPSHIRE AVE / BLICK DRIVE,No,No,No,No,No,No,No,MD,2003.0,SATURN,SDN,SILVER,Citation,21-902(d1),No,ASIAN,M,MD,MD,A - Marked Patrol
12/01/2016,15:58:00,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",NEW HAMPSHIRE AVE / BLICK DRIVE,No,No,No,No,No,No,No,MD,2003.0,SATURN,SDN,SILVER,Citation,21-901.1(b),No,ASIAN,M,MD,MD,A - Marked Patrol
12/01/2016,18:32:00,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,RT 124 AT VALLEY PARK DR,No,No,No,No,No,No,No,MD,2003.0,HONDA,ACCORD,WHITE,Citation,13-401(h),No,HISPANIC,M,MD,MD,A - Marked Patrol
12/01/2016,22:41:00,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,PRICE AVE @ GEORGIA AVE,No,No,No,No,No,No,No,MD,2003.0,MITS,4D,WHITE,Citation,16-303(c),No,BLACK,M,DC,DC,A - Marked Patrol
12/01/2016,22:41:00,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,PRICE AVE @ GEORGIA AVE,No,No,No,No,No,No,No,MD,2003.0,MITS,4D,WHITE,Citation,16-303(f),No,BLACK,M,DC,DC,A - Marked Patrol
12/01/2016,22:41:00,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",PRICE AVE @ GEORGIA AVE,No,No,No,No,No,No,No,MD,2003.0,MITS,4D,WHITE,Citation,16-303(h),No,BLACK,M,DC,DC,A - Marked Patrol
12/01/2016,22:41:00,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,PRICE AVE @ GEORGIA AVE,No,No,No,No,No,No,No,MD,2003.0,MITS,4D,WHITE,Citation,16-101(a),No,BLACK,M,DC,DC,A - Marked Patrol
12/01/2016,22:41:00,"4th district, Wheaton",KNOWINGLY DRIVING UNINSURED VEHICLE,PRICE AVE @ GEORGIA AVE,No,No,No,No,No,No,No,MD,2003.0,MITS,4D,WHITE,Citation,17-107,No,BLACK,M,DC,DC,A - Marked Patrol
12/01/2016,17:45:00,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,PARKLAND DR @ ASPEN HILL RD,No,No,No,No,No,No,No,MD,2004.0,ACURA,TL,GREEN,Citation,21-202(h1),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,17:55:00,"4th district, Wheaton",PERSON DRIVING ON HWY. VEH. WITH VISIBLE BLUE LAMP,ASPEN HILL RD @ PARKLAND DR,No,No,No,No,No,No,No,MD,2014.0,SUBA,2S,BLUE,Citation,22-227(b),No,HISPANIC,F,MD,MD,A - Marked Patrol
12/01/2016,19:54:00,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,12345 GEORGIA AVE,No,No,No,No,No,No,No,MD,2013.0,FORD,EXPLORER,GRAY,Citation,16-303(c),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,19:54:00,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",12345 GEORGIA AVE,No,No,No,No,No,No,No,MD,2013.0,FORD,EXPLORER,GRAY,Citation,16-303(h),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,19:54:00,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,12345 GEORGIA AVE,No,No,No,No,No,No,No,MD,2013.0,FORD,EXPLORER,GRAY,Citation,16-303(d),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,21:21:00,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,LAYHILL RD @ MIDDLEBRIDGE DR,No,No,No,No,No,No,No,MD,2005.0,TOYOTA,COROLLA,SILVER,Citation,21-801.1,No,HISPANIC,M,MD,MD,Q - Marked Laser
11/30/2016,19:12:00,"5th district, Germantown","DRIVING VEH. WHILE SO FAR IMPAIRED BY DRUGS, CANNOT DRIVE SAFELY",MIDDLEBROOK RD@GERMANTOWN RD,No,No,No,Yes,No,No,No,MD,2016.0,VW,JETTA,RED,Citation,21-902(c1),No,WHITE,M,MD,MD,A - Marked Patrol
11/30/2016,19:12:00,"5th district, Germantown",DRIVING WHILE IMPAIRED BY A CONTROLLED DANGEROUS SUBSTANCE,MIDDLEBROOK RD@GERMANTOWN RD,No,No,No,Yes,No,No,No,MD,2016.0,VW,JETTA,RED,Citation,21-902(d1),No,WHITE,M,MD,MD,A - Marked Patrol
11/30/2016,19:12:00,"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MIDDLEBROOK RD@GERMANTOWN RD,No,No,No,Yes,No,No,No,MD,2016.0,VW,JETTA,RED,Citation,21-201(a1),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,14:37:00,"2nd district, Bethesda",DRIVER WRITING  A TEXT  WHILE OPER. VEH. IN TRAVEL PORTION OF HWY,CLOOPER RD @ FIRSTFIELD RD. GAITHERSBURG,No,No,No,No,No,No,No,MD,2013.0,HONDA,CIVIC,BLACK,Citation,21-1124.1(b),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,02:33:00,"2nd district, Bethesda",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,NICHOLSON LN AT BOILING BROOK DR,No,No,No,No,No,No,No,MD,2010.0,MERZ,SUV,BLACK,Citation,21-301(a),No,WHITE,M,MD,MD,B - Unmarked Patrol
12/01/2016,02:33:00,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,NICHOLSON LN AT BOILING BROOK DR,No,No,No,No,No,No,No,MD,2010.0,MERZ,SUV,BLACK,Citation,21-1124.2(d2),No,WHITE,M,MD,MD,B - Unmarked Patrol
12/01/2016,02:33:00,"2nd district, Bethesda",FAILURE TO ATTACH VEH. REG. PLATES AT FRONT AND REAR,NICHOLSON LN AT BOILING BROOK DR,No,No,No,No,No,No,No,MD,2010.0,MERZ,SUV,BLACK,Citation,13-411(a),No,WHITE,M,MD,MD,B - Unmarked Patrol
12/01/2016,14:38:00,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA @ SHOREFIELD,No,No,No,No,No,No,No,MD,2012.0,CHEV,IMPALA,WHITE,Citation,13-401(h),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,19:42:00,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 61 MPH IN A POSTED 45 MPH ZONE,CONNECTICUT AVE @ INDEPENDENCE,No,No,No,No,No,No,No,MD,2015.0,TOYOTA,SUV,GRAY,Citation,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,22:32:00,"4th district, Wheaton","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",RANDOLPH RD @ ENGLISH ORCHARD,No,No,No,No,No,No,No,MD,2007.0,FORD,VAN,WHITE,Citation,21-901.1(b),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,22:32:00,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,RANDOLPH RD @ ENGLISH ORCHARD,No,No,No,No,No,No,No,MD,2007.0,FORD,VAN,WHITE,Citation,21-902(b1),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,00:09:00,"6th district, Gaithersburg / Montgomery Village",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,RANDALPH RD / GEORGIA AVE,No,Yes,No,No,No,No,No,MD,2007.0,CHRYS,TK PACIFICA,RED,Citation,21-401,No,BLACK,F,MD,MD,A - Marked Patrol
12/01/2016,00:09:00,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 42 MPH IN A POSTED 35 MPH ZONE,RANDALPH RD / GEORGIA AVE,No,Yes,No,No,No,No,No,MD,2007.0,CHRYS,TK PACIFICA,RED,Citation,21-801.1,No,BLACK,F,MD,MD,A - Marked Patrol
12/01/2016,16:06:00,"4th district, Wheaton",MOTOR VEH. EQUIPPED WITH UNLAWFULLY MODIFIED EXHAUST SYSTEM,13623 GEORGIA AVE,No,No,No,No,No,No,No,MD,1995.0,ACURA,INTEGRA,RED,Citation,22-609(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
12/01/2016,20:56:00,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,GEORGIA AVE AND ARCOLA AVE,No,No,No,No,No,No,No,VA,2016.0,FORD,FOCUS,SILVER,Citation,21-309(b),No,BLACK,M,NJ,NJ,A - Marked Patrol
12/01/2016,20:56:00,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AVE AND ARCOLA AVE,No,No,No,No,No,No,No,VA,2016.0,FORD,FOCUS,SILVER,Citation,13-409(b),No,BLACK,M,NJ,NJ,A - Marked Patrol
12/01/2016,21:10:00,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 45 MPH ZONE,GEORGIA AVE AND HEWITT AVE,No,No,No,No,No,No,No,MD,2009.0,TOYT,4S,BLUE,Citation,21-801.1,No,WHITE,F,MD,MD,A - Marked Patrol
12/01/2016,19:01:00,"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,VEIRS MILL DR/EDMONSTON DR,No,No,No,No,No,No,No,MD,2005.0,TOYT,TK,WHITE,Citation,21-1124.2(d2),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,20:02:00,"4th district, Wheaton","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",GEORGIA AVE/OLNEY SANDY SPRING RD,No,No,No,No,No,No,No,MD,2014.0,TOYOTA,COROLLA,BLUE,Citation,22-201.1,No,HISPANIC,M,MD,MD,A - Marked Patrol
12/01/2016,20:02:00,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AVE/OLNEY SANDY SPRING RD,No,No,No,No,No,No,No,MD,2014.0,TOYOTA,COROLLA,BLUE,Citation,13-409(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
12/01/2016,21:35:00,Headquarters and Special Operations,DRIVER FAILING TO GIVE TURN SIGNAL CONTINUOUSLY DURING LAST 100' OF TRAVEL BEFORE TURNING,CENTURY BLVD / MIDDLEBROOK RD,No,No,No,No,No,No,No,DC,2002.0,LINC,TOWN CAR 4S,GOLD,Citation,21-604(d),No,BLACK,M,DC,DC,B - Unmarked Patrol
12/01/2016,21:35:00,Headquarters and Special Operations,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,CENTURY BLVD / MIDDLEBROOK RD,No,No,No,No,No,No,No,DC,2002.0,LINC,TOWN CAR 4S,GOLD,Citation,16-101(a),No,BLACK,M,DC,DC,B - Unmarked Patrol
12/01/2016,06:37:00,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,COLESVILLE RD. / UNIVERSITY BLVD.,No,No,No,No,Yes,No,No,PA,2002.0,VOLVO,S60,SILVER,Citation,13-411(f),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,06:37:00,"3rd district, Silver Spring",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,COLESVILLE RD. / UNIVERSITY BLVD.,No,No,No,No,Yes,No,No,PA,2002.0,VOLVO,S60,SILVER,Citation,16-116(a),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,06:37:00,"3rd district, Silver Spring",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,COLESVILLE RD. / UNIVERSITY BLVD.,No,No,No,No,Yes,No,No,PA,2002.0,VOLVO,S60,SILVER,Citation,13-401(b1),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,17:20:00,"4th district, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,GEORGIA AVE / ARCOLA AVE,No,No,No,No,No,No,No,MD,2005.0,GMC,VN,"GREEN, DK",Citation,21-801(b),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,13:27:00,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,COLESVILLE RD/ GEORGIA  AVE,No,No,No,No,No,No,No,VA,2016.0,CHEV,SPARK 4D,SILVER,Citation,16-112(c),No,BLACK,M,MD,MD,B - Unmarked Patrol
12/01/2016,13:27:00,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,COLESVILLE RD/ GEORGIA  AVE,No,No,No,No,No,No,No,VA,2016.0,CHEV,SPARK 4D,SILVER,Citation,16-303(c),No,BLACK,M,MD,MD,B - Unmarked Patrol
12/01/2016,13:27:00,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",COLESVILLE RD/ GEORGIA  AVE,No,No,No,No,No,No,No,VA,2016.0,CHEV,SPARK 4D,SILVER,Citation,16-303(h),No,BLACK,M,MD,MD,B - Unmarked Patrol
03/25/2012,00:43:00,"2nd district, Bethesda",FAILURE TO DRIVE RIGHT OF CENTER,WOODMONT AVE/BATTERY LANE,No,No,No,No,No,No,No,MD,0.0,HYUNDAI,4DR,SILVER,Warning,21-301(a),No,WHITE,F,MD,MD,A - Marked Patrol
12/01/2016,13:27:00,"3rd district, Silver Spring",DRIVING DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,COLESVILLE RD/ GEORGIA  AVE,No,No,No,No,No,No,No,VA,2016.0,CHEV,SPARK 4D,SILVER,Citation,16-101(a),No,BLACK,M,MD,MD,B - Unmarked Patrol
12/01/2016,13:27:00,"3rd district, Silver Spring",DRIVER FAILING TO MAKE LEFT TURN FROM LEFT TURN LANE,COLESVILLE RD/ GEORGIA  AVE,No,No,No,No,No,No,No,VA,2016.0,CHEV,SPARK 4D,SILVER,Citation,21-309(i),No,BLACK,M,MD,MD,B - Unmarked Patrol
12/01/2016,15:56:00,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,DARNESTOWN RD / SHADY GROVE RD,No,No,No,No,No,No,No,MD,2014.0,AUDI,Q5,BLACK,Citation,13-401(h),No,ASIAN,F,MD,MD,S - License Plate Recognition
12/01/2016,17:55:00,"1st district, Rockville",FAILURE YIELD RIGHT OF WAY ON LEFT TURN,TWINBROOK PKWY / DOWGATE CT,No,No,No,No,No,No,No,MD,2007.0,CHRY,VN,SILVER,Citation,21-402(a),Yes,HISPANIC,F,MD,MD,A - Marked Patrol
12/01/2016,18:53:00,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,118/CRYSTAL ROCK DR,No,No,No,No,No,No,No,MD,2013.0,FORD,FUSION,BLACK,Citation,16-101(a),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,18:53:00,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,118/CRYSTAL ROCK DR,No,No,No,No,No,No,No,MD,2013.0,FORD,FUSION,BLACK,Citation,16-303(c),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,18:53:00,"5th district, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,118/CRYSTAL ROCK DR,No,No,No,No,No,No,No,MD,2013.0,FORD,FUSION,BLACK,Citation,16-112(c),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,18:53:00,"5th district, Germantown","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",118/CRYSTAL ROCK DR,No,No,No,No,No,No,No,MD,2013.0,FORD,FUSION,BLACK,Citation,16-303(h),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,18:53:00,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,118/CRYSTAL ROCK DR,No,No,No,No,No,No,No,MD,2013.0,FORD,FUSION,BLACK,Citation,16-303(d),No,BLACK,M,MD,MD,A - Marked Patrol
12/01/2016,00:27:00,"5th district, Germantown","DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",FREDERICK RD @ HIGH POINT DR,No,No,No,No,No,No,No,MD,2008.0,VW,2D 2.5,SILVER,Citation,16-101(a),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,00:27:00,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,FREDERICK RD @ HIGH POINT DR,No,No,No,No,No,No,No,MD,2008.0,VW,2D 2.5,SILVER,Citation,16-303(c),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,00:27:00,"5th district, Germantown","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",FREDERICK RD @ HIGH POINT DR,No,No,No,No,No,No,No,MD,2008.0,VW,2D 2.5,SILVER,Citation,16-303(h),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,00:27:00,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,FREDERICK RD @ HIGH POINT DR,No,No,No,No,No,No,No,MD,2008.0,VW,2D 2.5,SILVER,Citation,13-409(b),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,00:27:00,"5th district, Germantown","DISPLAY, CAUSE, PERMIT TO BE DISPLAYED SUSPENDED LIC.",FREDERICK RD @ HIGH POINT DR,No,No,No,No,No,No,No,MD,2008.0,VW,2D 2.5,SILVER,Citation,16-301(e),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,00:27:00,"5th district, Germantown",POSSESSING SUSPENDED LIC.,FREDERICK RD @ HIGH POINT DR,No,No,No,No,No,No,No,MD,2008.0,VW,2D 2.5,SILVER,Citation,16-301(j),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,00:27:00,"5th district, Germantown","FAIL AND REFUSE TO SURRENDER TO ADM. ON LAWFUL DEMAND SUSPENDED, REVOKED, CANCELLED LIC.",FREDERICK RD @ HIGH POINT DR,No,No,No,No,No,No,No,MD,2008.0,VW,2D 2.5,SILVER,Citation,16-301(o),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,16:46:00,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ELM/ ARLINGTON,No,No,No,No,No,No,No,MD,2014.0,JEEP,COMPASS,BLACK,Citation,21-201(a1),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,16:46:00,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,ELM/ ARLINGTON,No,No,No,No,No,No,No,MD,2014.0,JEEP,COMPASS,BLACK,Citation,13-411(f),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,09:09:00,"4th district, Wheaton",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,BONIFANT RD/ ALDERTON RD,No,No,No,No,No,No,No,MD,2007.0,CHEV,TAHOE,BLACK,Citation,21-801(b),No,WHITE,F,MD,MD,A - Marked Patrol
12/01/2016,20:14:00,"4th district, Wheaton",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,ASPEN HILL RD @ VEIRS MILL RD,No,No,No,No,No,No,No,MD,2004.0,DODGE,INTREPID,BLUE,Citation,16-116(a),No,WHITE,M,MD,MD,A - Marked Patrol
12/01/2016,11:08:00,Headquarters and Special Operations,DRIVER OPERATING MV WHEN DRIVER NOT QUALIFIED TO DO SO,AIRPARK RD @ MUNCASTER MILL RD,No,No,No,No,No,No,No,VA,2007.0,ISUZU,BOX TK,WHITE,Citation,11-391.11(a),No,HISPANIC,M,VA,XX,A - Marked Patrol
12/01/2016,11:08:00,Headquarters and Special Operations,DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,AIRPARK RD @ MUNCASTER MILL RD,No,No,No,No,No,No,No,VA,2007.0,ISUZU,BOX TK,WHITE,Citation,16-101(a),No,HISPANIC,M,VA,XX,A - Marked Patrol
11/30/2016,23:45:00,"6th district, Gaithersburg / Montgomery Village",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,NORTH FREDERICK AVE  / MVA,No,No,No,No,No,No,No,MD,2016.0,SCION,FR-S,ORANGE,Citation,16-101(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/30/2016,23:45:00,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NORTH FREDERICK AVE  / MVA,No,No,No,No,No,No,No,MD,2016.0,SCION,FR-S,ORANGE,Citation,16-303(c),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/30/2016,23:45:00,"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",NORTH FREDERICK AVE  / MVA,No,No,No,No,No,No,No,MD,2016.0,SCION,FR-S,ORANGE,Citation,16-303(h),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/30/2016,23:45:00,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NORTH FREDERICK AVE  / MVA,No,No,No,No,No,No,No,MD,2016.0,SCION,FR-S,ORANGE,Citation,16-112(c),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/30/2016,23:45:00,"6th district, Gaithersburg / Montgomery Village",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,NORTH FREDERICK AVE  / MVA,No,No,No,No,No,No,No,MD,2016.0,SCION,FR-S,ORANGE,Citation,13-411(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
12/01/2016,10:28:00,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,370 W/B @ 270,No,No,No,No,No,No,No,MD,2012.0,FIAT,2D,WHITE,Citation,21-801.1,No,WHITE,F,MD,MD,Q - Marked Laser
12/01/2016,10:56:00,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,370 W/B @ 270,No,No,No,No,No,No,No,MD,2007.0,LEXUS,4S,BLACK,Citation,21-801.1,No,BLACK,M,MD,MD,Q - Marked Laser
